gene_id	gene_name	SRX25004070	SRX25004071	SRX25004072	SRX25004073	SRX25004074	SRX25004075	SRX25004076	SRX25004077	SRX25004078	SRX25004080
A1BG	A1BG	141.282	325	77	80	75	69	39	75	64	160.023
A1BG-AS1	A1BG-AS1	134.423	105.788	130.035	91	119.009	142.137	97	118.022	100	166.057
A1CF	A1CF	0	0	1	10	0	6	2	4	1	5
A2M	A2M	657.148	182	646.955	5904.084	12484.872	14720.665	12869.173	31056.978	39730.709	45736.272
A2M-AS1	A2M-AS1	180.188	68	125	151	130.296	128.1	104.051	163.052	124.825	58.012
A2ML1	A2ML1	5	0	0	6	0	1	2	2	1	0
A2MP1	A2MP1	0	1	0	0	0	1	1	0	1	2
A3GALT2	A3GALT2	0	2	3	0	0	1	0	1	0	1
A4GALT	A4GALT	12	15	8	27.028	43	24	20	27	63	108
A4GNT	A4GNT	0	0	0	0	0	0	0	0	0	0
AA06	AA06	0	0	0	0	0	0	0	0	0	0
AAAS	AAAS	2700.797	1572.988	2089.168	2851.304	2474.84	3636.362	2521.697	2792.492	2102.84	2873.744
AACS	AACS	1821.335	1310	1313.389	1461.765	1474.113	1399.325	983.952	2084.088	1525.734	2093.924
AACSP1	AACSP1	4	11	9.001	51	53	39	27	65.032	36	21
AADAC	AADAC	0	0	0	0	0	0	0	0	0	2
AADACL2	AADACL2	0	0	1	0	0	1	0	0	0	0
AADACL3	AADACL3	0	0	0	0	0	0	0	0	2	3
AADACL4	AADACL4	0	0	0	0	0	0	0	0	0	0
AADAT	AADAT	2081.677	614	1692.595	1888.579	1894.006	2178.183	1694.115	1760.392	1422.728	752.737
AAED1	AAED1	233	41	126	235	212.213	177.001	185.542	254.552	210.114	96.999
AAGAB	AAGAB	4171.405	1789	3375.037	4406.951	4473.029	5192.179	3357.626	4816.325	3707.346	2430.883
AAK1	AAK1	5537.758	4047.307	5706.103	4343.68	5854.368	6458.344	5088.596	6769.851	6176.803	5698.522
AAMDC	AAMDC	342.581	122	265.005	372.056	395.86	385.007	286.927	408.015	394.899	488.002
AAMP	AAMP	2856.487	4044.77	2510.804	2688.242	2746.541	3251.658	2479.943	2963.549	2077.382	4895.586
AANAT	AANAT	0	0	3	3	1	1	2	5	4	1
AAR2	AAR2	1761.628	793	1337.989	1813.196	1706.706	1898.517	1478.232	1799.073	1402.036	1917.246
AARD	AARD	72	24	41	69.004	85.071	75.043	80.293	45	43.157	27
AARS	AARS	3973.892	2160.151	3956.971	4344.732	4610.66	4999.55	4779.474	6498.272	4859.279	8536.462
AARS2	AARS2	1515.265	1639	1459.503	1242.108	1536.614	1378.781	1516.209	1525.415	1220.187	2112.459
AARSD1	AARSD1	850.493	685.976	756.849	901.164	895.376	1184.602	847.087	952.825	752.32	1334.166
AASDH	AASDH	1243.787	312.999	792.824	1335.217	1154.179	1167.376	948.6	1003.953	812.652	430.232
AASDHPPT	AASDHPPT	4750.973	1797.255	3733.483	4112.137	4690.248	5016.687	3770.849	4924.065	3740.149	1964.279
AASS	AASS	8447.27	3066.946	6159.544	8643.073	8047.813	8077.488	6634.067	6695.687	4966.898	2201.126
AATF	AATF	1485.46	2414.001	1841.794	1407.61	1654.198	1557.845	1669.012	2320.317	1617.269	4237.967
AATK	AATK	177.75	606	129	209	162	181	91.034	105.009	64	182
AATK-AS1	AATK-AS1	0	4	0	1	3	0	0	0	0	2
ABAT	ABAT	4576.791	3330.988	5078.66	2170.103	4838.211	5130.815	3214.222	4635.601	3530.064	2958.985
ABCA1	ABCA1	4719.183	2290.292	3994.282	4882.535	4524.7	3894.684	2541.954	5295.752	5474.774	6896.114
ABCA10	ABCA10	19	7	35.004	18.005	22	19	17.007	21	33	5
ABCA11P	ABCA11P	843.287	385.704	671.065	886.086	871.787	949.869	746.663	832.489	568.453	432.08
ABCA12	ABCA12	18	1	4	9	8	6	4	13	23	16
ABCA13	ABCA13	508.09	77	236.004	286.066	326.127	370.227	206.109	251.003	154.056	137
ABCA17P	ABCA17P	0	16	2	0	0	0	1	4	0	2
ABCA2	ABCA2	1490.713	1676.993	1222.716	1216.982	1402.815	1506.077	1173.5	1444.439	1192.531	2795.853
ABCA3	ABCA3	1950.066	1595.796	1948.822	1090.319	1463.662	1572.666	1025.837	1871.822	1631.246	2707.192
ABCA4	ABCA4	68.014	14	28	77	78.006	60.355	52	149.051	142.048	232.971
ABCA5	ABCA5	993.41	212.019	1327.902	663	674.535	587.055	482.015	826.24	675.633	247
ABCA6	ABCA6	3	4	11	2	4	4	12	4	0	7
ABCA7	ABCA7	395	666	209.062	271.174	377.89	324.943	176.026	202.11	171	421.049
ABCA8	ABCA8	19	6	19	46	106.011	126	128	31	76.021	86.586
ABCA9	ABCA9	177.65	13	40.004	285.117	319	368.187	253.06	151.12	90	24.414
ABCB1	ABCB1	467.021	38.569	232	111.998	121.623	164.996	150.646	102.984	89.006	31
ABCB10	ABCB10	1126.037	776	1009.06	1174.037	1367.978	1232.372	1163.258	1129.424	831.236	843.774
ABCB11	ABCB11	27	22	42	16	16	17	12	16.001	7	6
ABCB4	ABCB4	434.045	84.431	216.033	314.124	314.707	356.356	322.216	273.605	310.222	238.064
ABCB5	ABCB5	1	5	0	0	7	1	0	1	4	4
ABCB6	ABCB6	489.27	375	430.478	509.165	391.047	564.543	444.371	491	329.679	646.043
ABCB7	ABCB7	1805.87	294	1275.061	1860.804	1744.457	1906.613	1377.037	1609.412	1317.297	649.233
ABCB8	ABCB8	879.908	702	718.186	768.061	855.757	1051.199	906.989	996.102	766.711	1604.362
ABCB9	ABCB9	174.006	118.026	146	140.501	159.018	200.004	121	148.021	117.476	272.46
ABCC1	ABCC1	3697.137	2052.802	2547.17	3933.663	3804.889	3778.01	2613.092	3430.58	2738.184	4108.232
ABCC10	ABCC10	814.424	904.167	669.44	848.315	808.093	967.243	670.409	987.572	713.244	1445.55
ABCC11	ABCC11	9	1	11	10	3	3	5	6	7	15
ABCC12	ABCC12	0	0	1	0	1	2	0	5	0	4
ABCC13	ABCC13	0	1	0	0	0	0	0	0	0	0
ABCC2	ABCC2	47	18	42	82	91	90.001	40	63	65	69
ABCC3	ABCC3	1	1	0	2	6	2	1	3	9.004	31
ABCC4	ABCC4	2019.03	504.999	1282.238	2537.996	1532.071	1449.445	1208.983	1531.47	962.985	649.853
ABCC5	ABCC5	2483.609	919.001	1677.269	2659.128	2210.361	2351.18	1952.254	1793.224	1474.844	1332.64
ABCC5-AS1	ABCC5-AS1	0	3	0	0	0	0	0	0	0	0
ABCC6	ABCC6	96.037	31.029	43.79	113.43	65.838	30.374	14.38	64.661	38.715	44.226
ABCC6P1	ABCC6P1	19.662	0	3.386	18.783	3.726	4.941	4	11.123	19.57	33.318
ABCC6P2	ABCC6P2	20.301	27.975	10.824	31.811	19.453	8.701	5.62	9.216	26.781	31.457
ABCC8	ABCC8	187.035	92	166.121	187	221.028	258.043	89	131.036	85.046	40
ABCC9	ABCC9	771.106	1115.001	1432.081	563.956	939.669	1181.868	1704.193	1536.278	1295.879	742.082
ABCD1	ABCD1	350.273	345	368.907	539.755	719.895	744.663	543.908	1236.634	725.016	1570.285
ABCD2	ABCD2	116.047	28	140.004	65	64	101.033	73	137.051	160	59
ABCD3	ABCD3	4533.313	907.193	3796.738	3982.131	4435.015	5030.504	3641.076	5043.971	4049.067	2303.838
ABCD4	ABCD4	1714.82	1003.535	1123.361	1515.426	1497.106	1550.62	1142.255	1470.559	1076.841	1565.947
ABCE1	ABCE1	6054.803	1468.022	5139.533	6696.777	6836.886	8041.381	7044.244	7333.32	5308.742	2563.216
ABCF1	ABCF1	2889.025	2146.331	3356.353	2714.191	3359.873	3216.912	3360.276	3961.516	3134.967	6028.654
ABCF2	ABCF2	3081.183	1432.876	2530.545	3141.18	3369.21	3827.154	2895.164	3595.778	2806.171	3738.663
ABCF3	ABCF3	1211.674	1025.001	1171.815	1069.14	1254.957	1514.383	1166.15	1519.516	1311.069	2460.093
ABCG1	ABCG1	536.458	355	702.287	505.996	782.016	800.253	346.45	724.711	465.113	426.473
ABCG2	ABCG2	12	4	5	55	43	82	31.031	29	27	11
ABCG4	ABCG4	31	65	30	17	26.037	16	9	37.131	41	61
ABCG5	ABCG5	0	0	0	0	0	1	0	0	0	0
ABCG8	ABCG8	0	2	0	0	0	0	0	0	0	0
ABHD1	ABHD1	19	4	2	4.005	4	4	3	7	1	3
ABHD10	ABHD10	2354.162	1145	2855.242	1798.235	1885.565	2099.882	1721.115	2125.874	1680.41	970.039
ABHD11	ABHD11	540.604	570.146	423.932	544.564	506.377	608.139	374.044	514.281	410.363	569.976
ABHD12	ABHD12	1459.553	1265.609	1239.067	1424.505	1249.162	1645.948	1206.243	1435.651	1307.164	1846.99
ABHD12B	ABHD12B	17	21	21	13	19	20.015	7	23.007	30	6
ABHD13	ABHD13	1321.29	571	1084.449	1388.794	1368.11	1488.386	1301.79	1525.181	1205.314	409.128
ABHD14A	ABHD14A	373.402	123	279.78	378.19	356.727	456.121	283.285	300.548	242.186	215.326
ABHD14A-ACY1	ABHD14A-ACY1	20.978	0	18.648	71.095	22.058	6.776	33.069	49.455	7.216	45.319
ABHD14B	ABHD14B	101.092	67	62.054	136.057	151.496	178.447	141.037	196.102	171.001	229
ABHD15	ABHD15	136	113	116	92	140.124	99	88.002	169	198.074	367.271
ABHD16A	ABHD16A	2092.76	904.508	1459.621	1930.673	1766.214	1991.365	1424.75	1754.261	1368.614	1825.697
ABHD16B	ABHD16B	6	10	3	8	6	2	1	3	1	6
ABHD17A	ABHD17A	1422.563	2997.082	1316.956	1261.064	1201.453	1659.402	1167.349	1301.95	1000.017	2573.604
ABHD17B	ABHD17B	2409.887	1889.819	1903.765	2500.191	2520.179	2470.753	1893.159	2054.908	1522.236	784.563
ABHD17C	ABHD17C	1285.765	572	1932.569	939.13	1056.751	1328.297	1280.102	1498.552	1603.826	1074.387
ABHD2	ABHD2	4770.971	1972.164	4795.378	4114.105	4671.424	5335.781	3989.427	4639.295	4673.753	4503.385
ABHD3	ABHD3	473.361	207.065	534.818	375.279	354.165	422.421	425.596	610.155	489.251	259.024
ABHD4	ABHD4	888.422	295	491.028	1031.486	894.495	1039.805	567.591	761.459	732.829	964.719
ABHD5	ABHD5	1079.224	319	961.623	983.029	1063.248	1121.905	853.619	1148.002	952.578	481.985
ABHD6	ABHD6	304.049	244	208.063	277.897	310.179	270.284	181.001	231.323	195.846	228
ABHD8	ABHD8	586.589	481	405.111	579.68	526.494	562.269	324.598	370.044	251.748	497.122
ABI1	ABI1	2131.039	520.115	1761.218	2151.15	2196.367	2445.863	1857.595	2553.588	2319.01	1338.738
ABI2	ABI2	17548.371	8864.554	16408.197	16084.576	17164.758	18304.711	14289.589	16231.79	13074.071	7238.512
ABI3	ABI3	14	10	4	20	17	35	15.002	73	31	92
ABI3BP	ABI3BP	0	3	1	8	1	2	3	26	16	24
ABL1	ABL1	7735.293	6018.163	7156.93	7209.958	8833.854	9559.309	8432.974	8355.47	7434.249	12950.863
ABL2	ABL2	3938.115	2350.666	3754.467	4198.808	4643.85	4582.711	3865.47	4840.208	4087.897	4096.721
ABLIM1	ABLIM1	8547.241	2467.284	6500.513	9270.279	8864.254	9848.816	7578.572	6584.268	3897.918	2603.453
ABLIM2	ABLIM2	153.037	113	202.152	62.01	100.041	124.001	123	107.999	52.999	92.014
ABLIM3	ABLIM3	52	40	66.006	46	66	68.013	32	68.006	118	148
ABO	ABO	0	4	1	0	1	1	5	10	0	2
ABR	ABR	7569.48	5604.965	5350.698	6887.754	7687.345	8020.39	4463.64	5278.031	4913.802	7532.6
ABRA	ABRA	0	0	0	0	0	0	0	0	0	0
ABRACL	ABRACL	1889.031	545.073	1363.535	2383.206	1980.106	1951.716	1323.348	1557.272	1145.585	720.464
ABT1	ABT1	1301.8	463	972.766	1444.412	1448.433	1831.463	1228.907	1405.156	1118.292	1042.825
ABTB1	ABTB1	154.005	238	68.067	148	195.999	194.006	110.972	221.08	171.302	373.978
ABTB2	ABTB2	1626.065	2075.047	3098.127	821.43	1781.863	2321.651	1573.462	2890.008	2788.487	6096.457
AC000099.1	AC000099.1	0	0	0	0	0	0	0	0	0	0
AC000124.1	AC000124.1	0	0	0	0	0	0	0	0	0	0
AC002116.7	AC002116.7	21.024	15	22	19	13	27	29	18	8	46
AC002398.5	AC002398.5	2	1	1	3	0	0	0	1	0	0
AC002454.1	AC002454.1	49.005	16	35.999	63	72	152.904	165.576	177.999	161.059	154.067
AC002463.3	AC002463.3	0	0	0	0	1	0	0	0	2	0
AC002480.3	AC002480.3	0	0	0	8	3	8	0	0	10	11
AC002511.1	AC002511.1	0	0	4	0	0	1	0	0	0	0
AC003051.1	AC003051.1	1	0	0	4	0	1.001	2	4	1	1
AC003102.3	AC003102.3	9	41	11	13	18	27	9	20.006	17.002	8
AC003665.1	AC003665.1	10	2	9	35	32	23	19	30	10	22
AC003958.2	AC003958.2	0	0	0	0	0	0	3	0	0	0
AC003984.1	AC003984.1	0	0	0	0	0	0	0	1	1	0
AC004019.13	AC004019.13	7	31	6	6	11	3	3	4	8	16
AC004053.1	AC004053.1	7	1.002	4.002	30	6	3.011	2	2	7	0
AC004603.4	AC004603.4	0	0	0	0	0	0	1	0	0	0
AC004862.6	AC004862.6	0	0	0	0	0	0	0	0	0	0
AC004893.11	AC004893.11	198.053	166	191.22	180.072	239.268	250.114	192.028	187.705	164.709	180.025
AC005022.1	AC005022.1	0	0	4.003	0	0	3	1	9	0	4
AC005029.1	AC005029.1	0	0	0	0	0	0	0	0	0	0
AC005062.2	AC005062.2	5	0	3	0	1	0	0	2	13	0
AC005235.1	AC005235.1	0	0	0	0	0	0	0	0	0	0
AC005264.2	AC005264.2	0	3	0	0	0	0	0	0	3	0
AC005358.3	AC005358.3	0	0	2	0	0	1	0	0	0	0
AC005550.4	AC005550.4	1	0	12	0	1	10	14	0	2	1
AC005592.2	AC005592.2	4	2	15.002	6	16	25	17	28	19.066	33
AC005594.3	AC005594.3	2.001	12	8	0	1	0	0	0	2	9
AC006004.1	AC006004.1	0	0	0	0	0	0	0	0	0	0
AC006145.4	AC006145.4	0	0	0	0	0	0	0	2	0	1
AC006196.1	AC006196.1	1	0	0	0	0	0	0	0	0	0
AC006262.5	AC006262.5	0	0	0	0	0	0	0	0	0	0
AC006272.1	AC006272.1	15	4	3	22	7.263	20	8	7	8	14.017
AC006372.4	AC006372.4	51	82	98	14	79.014	140.001	506.23	118	20	28
AC007038.7	AC007038.7	108.135	63	94.031	98	109.007	112.044	111	74.066	60	70
AC007040.7	AC007040.7	1	2.071	0	7	3	1	0	0	1	1
AC007099.1	AC007099.1	0	0	0	0	0	0	0	0	0	3
AC007131.1	AC007131.1	2	0	1	0	0	1	0	0	3	0
AC007163.3	AC007163.3	0	0	0	0	2	1	0	2	0	1
AC007163.6	AC007163.6	0	10	4	0	4	4	3	1	0	3
AC007246.3	AC007246.3	80.037	99	62	79	77	81.008	101.344	53.171	51	98
AC007359.6	AC007359.6	0	0	0	0	0	0	0	0	0	0
AC007365.1	AC007365.1	0	0	1	0	0	0	0	0	0	2
AC007386.2	AC007386.2	0	8.006	3	1	0	6	0	0	1	5.001
AC007392.3	AC007392.3	18	10	7.016	8	9	2	0	8	11	2
AC007392.4	AC007392.4	0	0	0	0	0	0	0	0	0	0
AC007403.2	AC007403.2	1	0	0	1	0	0	0	1	0	0
AC007405.4	AC007405.4	5	0	2	1	1	2	0	2	4	5
AC007461.2	AC007461.2	0	0	0	1	0	0	0	0	0	0
AC007463.2	AC007463.2	0	0	0	0	0	2	0	1	0	0
AC007551.3	AC007551.3	116.01	41.072	85	89	114	114	94	89.934	89	31.019
AC007682.1	AC007682.1	0	0	0	1	0	0	0	0	0	0
AC007740.1	AC007740.1	0	2	2	0	0	0	0	0	0	0
AC007743.1	AC007743.1	14	16	19	5	10	10	16	11	11	5
AC007750.5	AC007750.5	1	0	0	0	4	0	0	0	0	0
AC007773.2	AC007773.2	30	28	38.215	44	22.03	23	15	23	15	12
AC007879.2	AC007879.2	5	2	1	5	7	7	8	12	12	14
AC007880.1	AC007880.1	5	6	6	3	1	1	4	4	2	0
AC007966.1	AC007966.1	0	0	0	0	1	2	3	1	3.006	0
AC008697.1	AC008697.1	40.002	44	32	49	24	26.006	13	21	7	6
AC008703.1	AC008703.1	0	0	0	0	0	0	0	0	0	0
AC009120.4	AC009120.4	0	0	0	1	1	1	3	0	0	0
AC009227.2	AC009227.2	0	3	0	0	0	0	0	0	0	0
AC009264.1	AC009264.1	1	0	0	3	3	0	1	4	4	0
AC009299.3	AC009299.3	23	18	9	63	19	20	7	21	10	7
AC009473.1	AC009473.1	6	3	4	5	5	7	5	7	5.001	9
AC009501.4	AC009501.4	642.594	214	107.11	281	242	265	119	43	10	4
AC009518.4	AC009518.4	0	0	0	0	0	0	0	0	0	0
AC009948.5	AC009948.5	674.851	124.048	468.125	621.304	593.531	533.146	501.864	719.582	569.4	301.478
AC010091.1	AC010091.1	1	0	2	0	1	2	0	3	3	0
AC010127.3	AC010127.3	2	1	0	0	0	0	0	1	0	0
AC010226.4	AC010226.4	14	0	4	3	5	6	3	4	5	0
AC010524.2	AC010524.2	0	3.013	1	2	0	1	0	1	5	4
AC010731.4	AC010731.4	0	0	0	0	0	2	0	1	1	0
AC010890.1	AC010890.1	26.038	1	11	27	30	29.005	20	12	18	5
AC010975.1	AC010975.1	1	1	4	1	3	4	3	5	2	1
AC010987.6	AC010987.6	3	0	0	0	0	0	0	0	0	0
AC011298.2	AC011298.2	0	0	1	0	0	0	0	0	1	1
AC011343.1	AC011343.1	0	0	0	0	0	0	0	2	0	0
AC011518.1	AC011518.1	0	1	0	0	0	1	0	0	0	0
AC011609.3	AC011609.3	0	0	1	0	0	0	0	0	0	0
AC011718.2	AC011718.2	11.766	7.842	6.934	7.362	1.176	5.753	1.641	1.135	3	2.763
AC011738.4	AC011738.4	0	1	1	1	1	0	2	1	3	1
AC011747.4	AC011747.4	19	40	28	36	29	25	33	25	21	23
AC011747.7	AC011747.7	25.173	3	22	32	22	27	28	31	29	22
AC011899.9	AC011899.9	0	2	0	0	0	0	1	0	0	2
AC012075.2	AC012075.2	1	0	0	0	0	0	0	0	0	0
AC012309.5	AC012309.5	39.9	22	32.036	57.074	81.391	61	82.954	17.032	18.819	14
AC012314.8	AC012314.8	4.011	34	10	8	2	10	9	5	6	24
AC012494.1	AC012494.1	0	0	0	0	0	0	0	0	0	0
AC012507.3	AC012507.3	10	15	10	1	2	8	4	5	5	10
AC015922.6	AC015922.6	0	0	0	0	0	0	0	0	0	0
AC016582.2	AC016582.2	0	0	0	0	0	0	2	0	2	0
AC016629.8	AC016629.8	77.08	92	48.04	44	76	58.008	49	60.005	49	67
AC016738.3	AC016738.3	0	0	0	0	0	0	0	0	0	0
AC016910.1	AC016910.1	0	0	0	0	3	0	0	1	0	0
AC016995.3	AC016995.3	0	1	0	1	1	0	0	0	0	1
AC017060.1	AC017060.1	0	0	2	0	0	0	1	3	1	2
AC018464.3	AC018464.3	0	0	0	0	0	0	0	0	0	0
AC018470.4	AC018470.4	8	1	0	12	17	5	2	30	30.044	44
AC018647.3	AC018647.3	0	0	1	0	0	0	1	0	1	2
AC018705.5	AC018705.5	0	0	0	0	0	0	0	0	0	0
AC018742.1	AC018742.1	0	0	0	0	0	1	0	0	0	0
AC018799.1	AC018799.1	0	0	0	0	0	0	0	0	2	0
AC019048.1	AC019048.1	0	0	0	0	0	0	0	0	0	0
AC019118.2	AC019118.2	3	0	3	2	1	0	2	2	1	0
AC020571.3	AC020571.3	0	0	0	1	2	0	0	38	77	52
AC022007.5	AC022007.5	91	54.073	94	39	75.034	79.209	49	94	83.202	57
AC022173.2	AC022173.2	0	0	0	0	0	0	0	0	0	0
AC022311.1	AC022311.1	1	1	0	1	1	5	0	3	1	0
AC024592.9	AC024592.9	0	0	0	0	0	0	0	0	0	0
AC027269.2	AC027269.2	0	0	0	0	0	0	0	0	0	0
AC037193.1	AC037193.1	1	0	0	0	0	0	0	0	0	0
AC058791.1	AC058791.1	6	11	28	10	15	10	17	54	65.011	92.091
AC068831.10	AC068831.10	13	23	13	24	24	19	7	13	13	7.001
AC068858.1	AC068858.1	0	0	0	0	0	0	0	0	0	0
AC069277.1	AC069277.1	0	0	0	0	0	0	0	0	0	0
AC072062.1	AC072062.1	139.007	42	91.026	144.015	141	154.269	116.246	160	104.014	56
AC073128.10	AC073128.10	0	0	0	0	0	0	0	0	0	0
AC073133.1	AC073133.1	0	5	4	8	11	3	3	2	9	1
AC073283.4	AC073283.4	13	3	32	19	23	8	13	17	17	14
AC073321.3	AC073321.3	0	0	1	1	0	0	0	0	0	0
AC073628.1	AC073628.1	0	0	0	0	0	0	0	0	0	0
AC074138.3	AC074138.3	27	8	22	20	29	35.024	32	23	21	14
AC074286.1	AC074286.1	286.106	83.326	212.056	292.205	253.094	217.036	133	198.025	133.159	78
AC074289.1	AC074289.1	182.999	63	102	70.071	109	157	80	102.13	79	34
AC078941.1	AC078941.1	2	0	0	0	1	0	0	1	1	0
AC079117.1	AC079117.1	6	0	1	2	1	0	1	0	0	0
AC079145.4	AC079145.4	28.032	10	15	54	17	43	12	13	11	22
AC079586.1	AC079586.1	0	0	0	0	0	0	0	1	0	6
AC079610.2	AC079610.2	16	0	12	6	10	11	7	3	8.019	3
AC079776.3	AC079776.3	0	0	0	0	0	0	2	0	0	0
AC087859.1	AC087859.1	27	8	26.021	14	11	8	14	26.001	23	17.004
AC090044.1	AC090044.1	1	0	0	0	0	0	6	3	1	0
AC090505.6	AC090505.6	2	3	2	5	5	0	2	1	1	1
AC091729.9	AC091729.9	307.086	255.001	307.014	339.443	321.46	374.225	263.572	281.151	223.185	241
AC091878.1	AC091878.1	74	157	95	42	86	89	77	59	30.004	47
AC091969.1	AC091969.1	0	0	1	3	3	2	0	8	2	1.001
AC092295.7	AC092295.7	27	24	17	19	28	25	13	20	30	23
AC093375.1	AC093375.1	316.455	102	226.006	521.675	423.311	357.235	331.941	283.154	200.109	75
AC093391.2	AC093391.2	14	4	9	18	23	17	6	11	20	8
AC093590.1	AC093590.1	0	0	0	2	0	0	0	0	0	0
AC093690.1	AC093690.1	1	0	0	1	3	1	3	0	0	0
AC095067.1	AC095067.1	1	0	3	3.009	0	1.13	10.434	3.009	1	0
AC096559.1	AC096559.1	16	4	27.999	23	21	13	18	30	24	7
AC097468.4	AC097468.4	0	0	0	0	0	0	0	0	0	0
AC097500.2	AC097500.2	43.096	12	44	63.033	57	76	53	41.001	40	17
AC097662.2	AC097662.2	33	32	29	45	35	39	32	29.002	31.56	34
AC098823.3	AC098823.3	3	5	1	1	2	3	0	3	0	3
AC099342.1	AC099342.1	0	0	0	0	0	0	0	0	0	0
AC104024.1	AC104024.1	0	0	0	0	0	0	0	0	0	1.001
AC104134.2	AC104134.2	0	8	0	4	2	1	2	2	1	8
AC104653.1	AC104653.1	22	9	14	10	17.107	19	6	30	17	9
AC104654.1	AC104654.1	0	0	0	0	0	0	0	0	0	0
AC104654.2	AC104654.2	0	0	0	2	0	11	7	13	20	7
AC104655.2	AC104655.2	0	0	2	0	0	3	2	0	0	2
AC104777.2	AC104777.2	1	0	1	6	7	0	1	2	0	0
AC104777.4	AC104777.4	0	0	0	0	0	0	0	0	0	0
AC104820.2	AC104820.2	0	0	0	0	3	1	4	4.001	3	1
AC105053.3	AC105053.3	11	19	24	15	21	14	21.034	14	18	9
AC105253.1	AC105253.1	0	26.011	0	1	2	1	3	1	0	4
AC105339.1	AC105339.1	4	0	1	0	1	1	0	0	4	0
AC105760.3	AC105760.3	9	3	9	25	26	9	26	6	12	1
AC107070.1	AC107070.1	0	0	0	0	0	0	0	2	0	0
AC107622.1	AC107622.1	0	0	2	7	0	0	0	0	0	1
AC108142.1	AC108142.1	212	142	91	307	222.301	140	34	496.429	248.113	465
AC109828.1	AC109828.1	0	0	1	0	0	0	0	0	0	0
AC113607.2	AC113607.2	0	0	0	0	0	0	0	0	0	0
AC116035.1	AC116035.1	0	0	0	0	0	0	0	0	0	0
AC125421.1	AC125421.1	0	1	0	0	3	2	3	0	0	0
AC131097.3	AC131097.3	12	1	9	23	9	10	5	5	2.003	13.578
AC136896.1	AC136896.1	0	0	0	0	0	0	0	0	0	0
AC137932.6	AC137932.6	5	0	0	4	8	10	6	3	12	5
AC144449.1	AC144449.1	17	4	8	19.002	9	13	18	11	22	9
AC145110.1	AC145110.1	0	4	0	0	0	0	0	1	0	1
AC147651.4	AC147651.4	3	0	0	13	13	10	16	16	17	28.001
AC159540.1	AC159540.1	115.258	0	107.809	155.496	124.054	96.155	87.06	126.991	84.533	44.472
AC159540.1-2	AC159540.1	769.242	852.429	732.694	745.607	698.588	554.447	709.81	653.756	588.109	636.343
AC226118.1	AC226118.1	18	3	15	9	5	3	0	5	4	10
ACAA1	ACAA1	1157.759	635.991	1001.788	806.445	910.087	1055.024	870.573	1189.941	1205.932	1897.246
ACAA2	ACAA2	3504.176	2852.042	2752.351	3695.397	4064.911	4763.368	3336.219	4582.009	3246.555	3147.344
ACACA	ACACA	17174.024	6701.733	15438.848	19466.38	18427.566	21861.24	19105.17	17852.557	13898.922	13177.822
ACACB	ACACB	1831.467	1143.208	1422.315	1616.185	1716.363	1713.741	1072.771	1274.513	972.389	1257.471
ACAD10	ACAD10	1211.311	487	850.869	1250.568	1031.87	1230.371	866.477	888.033	747.101	877.144
ACAD11	ACAD11	1045.281	333.114	649.848	926.671	930.183	1008.254	808.567	811.515	806.715	609.408
ACAD8	ACAD8	1133.07	735	888.228	1090.79	1093.426	1323.003	936.446	1123.089	802.475	1034.811
ACAD9	ACAD9	1883.132	968	1725.018	1981.91	1952.927	2080.859	1727.269	1947.317	1576.34	2302.718
ACADL	ACADL	32	5	25	6	8	23	8	35	32.023	33
ACADM	ACADM	3633.131	1708.001	2960.93	3509.618	3906.836	4299.171	2927.712	3164.122	2604.56	1172.464
ACADS	ACADS	144	174.34	111.936	122	102	105.033	89.012	79	80.398	147
ACADSB	ACADSB	1556.735	361.598	1210.949	1336.89	1487.564	1557.154	1248.543	1303.293	1110.662	478.058
ACADVL	ACADVL	2684.299	1919.624	2063.335	2721.516	2535.482	3042.619	2304.834	2733.323	2178.151	3885.711
ACAN	ACAN	8	18	18	12	18	11	7	12	8	21
ACAP1	ACAP1	10	11	10	10	11	13	8	10	13	19
ACAP2	ACAP2	4429.924	1442.751	3805.871	4594.327	5068.48	5594.509	4529.091	5450.061	4813.156	2282.25
ACAP3	ACAP3	1709.605	4854.379	1620.113	1225.264	1262.104	1320.625	1097.868	1750.721	1178.375	3411.203
ACAT1	ACAT1	1602.833	277.002	1159.836	1282.136	1402.087	1707.995	1312.409	1490.068	1203.407	654.429
ACAT2	ACAT2	13171.69	4844.162	11552.183	15309.669	13359.379	18862.934	14036.105	16870.947	11034.473	8667.756
ACBD3	ACBD3	1762.724	975.216	1754.891	1811.945	2164.019	2231.423	1877.604	2747.769	2481.454	2128.737
ACBD4	ACBD4	172.001	196	118.572	151.998	156.1	143	114.053	134.042	145	162.042
ACBD5	ACBD5	1542.592	951.678	1394.563	1263.743	1424.746	1487.669	1230.115	1780.226	1570.817	1242.061
ACBD6	ACBD6	2327.116	1596.983	2008.03	2463.207	2361.922	3000.108	2094.481	2228.925	1954.824	2203.929
ACBD7	ACBD7	2122.74	2328.021	1654.291	1996.908	1702.298	1278.397	965.648	1221.701	961.675	790.365
ACCS	ACCS	77.034	80	67.012	94	61.001	67.009	57	114.023	121	181
ACCSL	ACCSL	0	0	0	0	0	1	1	0	0	0
ACD	ACD	950.126	561.001	754.7	781.426	853.444	1116.133	695.073	689.349	559.652	991.853
ACE	ACE	21	15	23	12	9	15	10	23	24	28.006
