gene_id	gene_name	SRX25004070	SRX25004071	SRX25004072	SRX25004073	SRX25004074	SRX25004075	SRX25004076	SRX25004077	SRX25004078	SRX25004080
LOC440173	LOC440173	198.91	133.375	161.405	470.576	566.78	635.414	522.278	773.773	584.141	380.5
LOC440243	LOC440243	0	0	0	0	0	0	0	0	0	2
LOC440292	LOC440292	0	0	3.002	0	0	0	0	0	0	0
LOC440300	LOC440300	522.96	886.615	586.177	249.28	561.465	545.825	776.103	465.564	458.161	638.17
LOC440311	LOC440311	0	0	0	0	0	1.001	0	0	0	0
LOC440313	LOC440313	0	0	0	0	0	0	3	0	0	1
LOC440337	LOC440337	2	0	1	0	2	1	3	2	1	13
LOC440354	LOC440354	779.075	14.958	795.934	869.651	800.97	777.768	693.345	879.896	489.506	348.256
LOC440386	LOC440386	31.115	22	35	35	43	31	24	34	30.003	21
LOC440390	LOC440390	0	0	0	0	0	1	0	0	0	0
LOC440434	LOC440434	1025.788	663.627	691.76	833.116	792.169	779.137	669.805	648.327	518.955	474.868
LOC440461	LOC440461	0	1	0	0	0	0	0	1	0	1
LOC440518	LOC440518	0	0	0	0	0	0	0	0	0	0
LOC440570	LOC440570	11.3	16.469	20.409	5.05	9.268	12.633	16.369	19.151	7.641	14.151
LOC440602	LOC440602	0	0	0	0	0	0	0	0	0	0
LOC440700	LOC440700	5	2	1	2	7	2.035	1	1	4	1
LOC440742	LOC440742	0	0	0	0	0	0	0	0	0	0
LOC440895	LOC440895	0	0	4	9.539	9.838	0	11.766	0	21.483	13.457
LOC440910	LOC440910	1.028	38.06	9.399	4.387	1.045	6.418	5.312	9.167	3.144	12.732
LOC440934	LOC440934	27	72	74.001	85.02	140.032	225.007	73	233.106	85	20
LOC441052	LOC441052	5	32	17.002	9	11	20	6	7	14	18
LOC441081	LOC441081	6.157	145.661	12.456	5.341	2.305	13.488	12.025	3.92	4.567	46.114
LOC441124	LOC441124	119.1	61.389	69.893	144.735	108.599	82.854	96.428	97.675	80.78	87.299
LOC441155	LOC441155	184.091	47.198	127.043	182.959	235.799	152.519	168.637	242.924	168.985	56.667
LOC441179	LOC441179	26.001	18	46	5	8	14	9	25	24	26.002
LOC441204	LOC441204	348.145	70	217.88	317.308	228.003	263.545	138.162	163.024	140.304	80
LOC441242	LOC441242	92	104	75	75.215	73	63	69.002	58.002	42	56.02
LOC441454	LOC441454	5.091	30.164	7.002	3.725	6.28	10.004	4.598	5.001	2	5.397
LOC441455	LOC441455	12	16	11	23	21	21	16	14	5.003	9
LOC441493	LOC441493	7	3	9	3	8	2	5	15	5	1
LOC441528	LOC441528	1351.683	287.057	1182.948	1181.489	1238.768	1210.752	1030.816	1063.013	822.952	674.86
LOC441601	LOC441601	0	0	0	0	0	0	0	0	0	0
LOC441666	LOC441666	0	4	1	114.031	63.216	74.005	10.001	0	1	1
LOC441728	LOC441728	0	0	0	0	2	0	0	0	0	0
LOC441956	LOC441956	6	4	4	3	0	4	0	2	0	1
LOC442028	LOC442028	0	0	0	0	0	2	0	0	0	2
LOC442132	LOC442132	23	57	33	6	12	21	14	34	18.005	2
LOC493754	LOC493754	940.376	523.654	899.906	854.616	1046.641	1117.318	1046.21	1008.252	819.241	645.283
LOC494127	LOC494127	0	1.005	0	0	0	0	0	0	0	0
LOC494141	LOC494141	2.008	1.023	4.03	2.008	3.027	5.014	6.077	3.012	6.026	9.198
LOC497256	LOC497256	0	0	0	0	0	0	0	0	0	0
LOC541473	LOC541473	0	0	0	0	0	0	0	0	0	0
LOC550113	LOC550113	0	0	4	1	3	0	3	0	3	2
LOC550643	LOC550643	1396.754	629.418	1121.934	1339.78	1485.387	1629.916	1097.547	1501.408	1178.925	890.786
LOC553103	LOC553103	57.015	26	28	48	59	40.059	47	47	29.001	13.021
LOC554206	LOC554206	28	6	26	15	35	23	17	27	30.12	31
LOC554223	LOC554223	0	0	0	0	0	0	0	0	0	0
LOC595101	LOC595101	2338.438	1173.296	2033.765	2733.961	2552.909	2642.922	2390.765	2273.344	1773.382	1408.245
LOC606724	LOC606724	0	3.345	6.785	3.817	0	3.691	3.679	1.121	0	2.392
LOC613037	LOC613037	755.214	284.74	749.014	889.024	792.369	892.294	729.924	692.823	529.147	890.224
LOC613038	LOC613038	7.007	0	1.002	5	9.01	11	5.067	3	6	22.723
LOC641367	LOC641367	0	1	1	3	0	0	0	0	0	2.013
LOC641515	LOC641515	2	0	0	1	0	0	0	0	0	0
LOC641746	LOC641746	77.097	93	61.091	76.267	76.053	71	80	20	18	9
LOC642131	LOC642131	0	0	0	0	0	0	0	0	0	0
LOC642236	LOC642236	52.848	8.972	32.559	74.925	82.914	97.367	50.486	71.4	65.827	82.678
LOC642249	LOC642249	12	28	11.014	10	6	4	2	2	2	6
LOC642361	LOC642361	408.314	882.952	320.469	379.567	473.285	452.606	312.971	420.308	282.331	494.665
LOC642366	LOC642366	32	27	13	73.005	67	38	10	32	33	14.004
LOC642423	LOC642423	96.372	0	0	0	0	0	142.869	53.996	0	37.677
LOC642441	LOC642441	77.127	207.916	70.232	80.693	76.612	85.655	68.845	80.671	63.999	158.894
LOC642643	LOC642643	0	0	0	0	0	0	0	0	0	0
LOC642648	LOC642648	0	0	0	0	0	0	0	1	0	5
LOC642846	LOC642846	907.876	968.014	773.607	916.261	700.711	880.698	886.155	831.635	702.163	950.502
LOC642852	LOC642852	1609.183	1619	1935.147	1425.91	2179.55	1661.547	1486.898	2320.099	1980.998	2868.23
LOC642934	LOC642934	5	2	19	2	6	21	23.062	125.106	96.017	22
LOC643072	LOC643072	240.384	110	194.03	199	184.122	242.405	154.006	151.016	135.164	89.12
LOC643327	LOC643327	5	1	3	2	3	5	3	2	5	1
LOC643355	LOC643355	3	10	11	0	0	7	3	20.013	41	67
LOC643387	LOC643387	2.024	5.497	1.014	0	1.01	1.012	2.03	1.01	2.023	2.056
LOC643406	LOC643406	1.039	11.536	4.315	0	0	2.064	3	3.131	1.01	6.668
LOC643441	LOC643441	0	0	0	0	0	0	0	0	0	0
LOC643486	LOC643486	0	0	1	0	0	0	0	0	0	0
LOC643711	LOC643711	22	36	43	11	29	67	42	100.037	31	20
LOC643733	LOC643733	0	0	0	0	0	0	0	5	0	1
LOC643770	LOC643770	46	11	30	28	18	11	17	16.009	13	1
LOC643797	LOC643797	13	4	2	1	4	2	1	5	0	7
LOC643802	LOC643802	0	0	0	0	0	0	0	0	0	3
LOC643923	LOC643923	0	0	0	0	0	0	6	2	10	41
LOC644070	LOC644070	0	0	0	0	0	0	0	0	0	0
LOC644083	LOC644083	0	11	1	2	0	0	1	0	0	0
LOC644086	LOC644086	2	0	2	5	3	7	3	4	2	0
LOC644090	LOC644090	0	1	0	0	0	0	0	1	0	0
LOC644145	LOC644145	0	0	0	0	0	0	0	0	1	0
LOC644172	LOC644172	2.052	0	0	0	0	1.014	0	0	0	0
LOC644189	LOC644189	1	0	1	1	0	1	0	1	1	1
LOC644249	LOC644249	112.198	55.589	244.542	50.304	103.281	128.466	154.009	128.323	153.913	49.467
LOC644554	LOC644554	77.054	76	89.021	89	89.131	73	31.002	21	3	5
LOC644656	LOC644656	155.155	167	190	141.001	181.629	147.028	136.385	177.026	87.196	110
LOC644662	LOC644662	9	2	9	2	8	12	4	10	19	3
LOC644669	LOC644669	0	1.008	0	0	0	0	0	0	0	0
LOC644717	LOC644717	0	0	0	0	0	0	0	0	0	0
LOC644794	LOC644794	137	83	124.068	171.414	134	97.045	111	97	55	71
LOC644919	LOC644919	23.82	11.229	7.208	83.578	89.495	123.532	97.181	148	135.237	85.996
LOC644936	LOC644936	0	0	2	0	3.001	0	0	0	0	0
LOC644961	LOC644961	164.646	102.75	142.592	180.635	229.052	217.107	172.483	194.721	141.565	169.849
LOC645177	LOC645177	0	0	0	0	3	2	4	1	2	0
LOC645188	LOC645188	0	0	0	0	0	0	0	0	0	2
LOC645202	LOC645202	0	0	0	0	0	0	0	0	0	0
LOC645321	LOC645321	13	10	8	40.002	14	26	5	24.007	42.005	32
LOC645485	LOC645485	3	0	1	2	0	1	0	3	3.001	0
LOC645513	LOC645513	408.866	130.311	343.128	377.211	351.774	392.533	267.675	306.472	271.398	179.124
LOC645638	LOC645638	0	0	0	0	10	3	0	4	5	4
LOC645752	LOC645752	3.003	1	0	5	1.213	3	1	2	0	1
LOC645769	LOC645769	10	2	6	6	7	11	5	2	2	3
LOC645967	LOC645967	25	22	20	16.003	22	20	16	27	10	21
LOC646021	LOC646021	120.363	92	104.865	53.948	66.213	80.001	62.001	73.104	64.983	98.268
LOC646034	LOC646034	8	11	4	2	16	13	9	5	5	6
LOC646127	LOC646127	9.079	11.547	8.032	4.024	15.195	4.06	4.02	0	1.001	1.009
LOC646214	LOC646214	538.758	375.122	632.388	488.438	422.505	311.667	341.596	305.482	222.28	165.622
LOC646278	LOC646278	42.212	7.463	50.244	42.109	18.085	30.369	22.384	33.72	37.628	32.276
LOC646471	LOC646471	24	37	46.023	26	34	50	31.021	31	17	42.103
LOC646513	LOC646513	2	0	8	4	0	3	1	5	2	3
LOC646588	LOC646588	4	1	11	6	1	5.003	3	2	1	1
LOC646626	LOC646626	16	5	14	25	5	17	18	17	18	15
LOC646652	LOC646652	2.08	30.724	1.066	11	0	2	3.169	1	3	4.068
LOC646670	LOC646670	0	0	1	0	0	2	3	0	1	2
LOC646719	LOC646719	2607.76	1682	2283.953	2203.797	2461.935	2555.306	2115.35	2568.298	1933.519	1056.122
LOC646730	LOC646730	1	0	0	1	0	0	0	1	0	0
LOC646736	LOC646736	0	0	0	0	0	0	0	0	0	0
LOC646743	LOC646743	0	0	0	0	0	0	0	0	0	0
LOC646762	LOC646762	1054.23	793.732	945.854	1015.683	1000.362	1103.696	895.315	1069.483	793.379	791.96
LOC646813	LOC646813	0	0	0	0	0	0	0	0	0	0
LOC646862	LOC646862	4	13	7	8	11	2	6	7	2	11
LOC646903	LOC646903	333.889	147	296.479	303	315.318	311.163	251.521	319	179.374	121
LOC646938	LOC646938	0	0	0	0	0	0	0	0	0	0
LOC646976	LOC646976	44	30	15	28	64	42.001	27	26	18	7
LOC647264	LOC647264	0	3	0	0	0	0	0	0	0	0
LOC647859	LOC647859	42.498	3.07	52.046	49.499	50.918	31.435	27.99	35.765	21.482	9.261
LOC648044	LOC648044	2	1	0	2	0	0	1	5	0	3
LOC648691	LOC648691	0	0	0	0	0	0	0	0	0	1
LOC648987	LOC648987	50.001	47	41	42	37.005	41	38.001	85	120.072	152.999
LOC649330	LOC649330	0	0	0	0	0	0	0	0	0	0
LOC649352	LOC649352	0	0	0	0	0	0	0	0	0	0
LOC650157	LOC650157	0	0	0	0	0	0	0	1	0	0
LOC650226	LOC650226	0	0	0	0	4	1	2	0	0	0
LOC650293	LOC650293	0	0	0	0	0	0	0	0	0	0
LOC650368	LOC650368	758.575	847.112	475.442	777.964	659.587	598.861	496.416	338.955	263.453	298.992
LOC652276	LOC652276	678.67	437.682	701.913	800.357	944.787	1033.725	778.946	718.236	572.195	798.475
LOC653160	LOC653160	26.327	23	43.059	43.024	73	55.005	34	41	27	39
LOC653486	LOC653486	0	0	0	0	0	0	0	0	0	0
LOC653513	LOC653513	14.518	6.544	18.183	7.19	9.081	14.187	0	5.259	13.257	21.637
LOC653653	LOC653653	1.245	8.817	0	4.1	2.568	11.456	2.558	4.013	5.404	1.411
LOC653786	LOC653786	18.578	4.316	32.798	6	14.479	18.077	11.079	13.003	18.201	17.379
LOC654342	LOC654342	46.122	1.913	26.213	46.858	34.488	32.477	28.52	35.283	15.946	24.943
LOC723805	LOC723805	0	0	0	0	0	0	0	0	0	1
LOC727710	LOC727710	12	3	16.009	14	13.327	34	20.001	43	49.001	56
LOC727896	LOC727896	75.119	111.051	147.164	122.033	141.544	126.262	170.406	108.953	116.219	91.133
LOC727944	LOC727944	0	0	0	0	0	1	0	1	0	0
LOC727978	LOC727978	8	1	5	4	5	5	5	4	4	1
LOC728024	LOC728024	87.309	25.177	69.532	123.504	118.869	138.304	94.997	71.189	29.303	17.093
LOC728026	LOC728026	7.935	8.131	1.003	8.315	5.741	0	1.409	1.002	1.002	4.648
LOC728114	LOC728114	0	0	0	0	0	3	0	1	0	1
LOC728158	LOC728158	0	0	0	0	0	0	1	0	0	4
LOC728290	LOC728290	0	0	0	0	0	0	0	0	0	0
LOC728323	LOC728323	61.008	46.864	85.791	94.171	86.691	80.372	45.108	81.369	76.853	88.654
LOC728392	LOC728392	2019.163	2491.672	1951.415	2219.654	2279.462	2383.083	1709.954	2053.65	1448.925	1706.035
LOC728407	LOC728407	654.298	283.63	542.227	564.586	642.818	657.258	643.853	543.5	492.818	414.571
LOC728554	LOC728554	897.784	327.586	701.556	989.314	899.254	1125.336	813.739	877.019	749.051	306.126
LOC728613	LOC728613	195.479	156.411	195.448	298.874	332.627	234.411	119.811	293.754	248.119	202.192
LOC728637	LOC728637	0	0	0	0	0	0	0	0	1	0
LOC728715	LOC728715	249.888	28.427	191.123	419.355	304.672	264.488	176.498	207.393	131.038	56.997
LOC728728	LOC728728	25.362	3.559	14.565	5.35	1.215	12.261	10.695	5.827	19.116	15.862
LOC728739	LOC728739	5	0	1.009	3	2	0	0	2.002	2	1.001
LOC728743	LOC728743	272.869	326	219.038	222	267.001	348.334	227.093	198.084	205.267	331
LOC728752	LOC728752	43.07	101.941	49	43.084	65.06	53.154	60.317	41.012	48	75
LOC728755	LOC728755	0	1	1	11	20	39	42.396	35	33	14
LOC728763	LOC728763	0	1	0	0	0	2	1	0	3	0
LOC728769	LOC728769	243.236	163	200.226	174	204.459	224	134	171.096	170.026	111
LOC728805	LOC728805	0	0	0	0	0	0	0	0	0	0
LOC728819	LOC728819	6	2	5	0	0	2	4	0	0	0
LOC728975	LOC728975	32.005	20	33.003	29	31	35	31	52.045	33	61
LOC728989	LOC728989	1.011	0	1.068	4	3.845	1.215	2.272	6.12	0	1.029
LOC729040	LOC729040	0	0	2	0	0	3	1	1	2	0
LOC729041	LOC729041	1	0	3	0	0	5	0	2	6	3
LOC729080	LOC729080	0	0	0	0	0	0	0	0	0	0
LOC729083	LOC729083	2	1	3	2	0	5.796	0	3	0	1
LOC729159	LOC729159	0	0	0	0	0	0	0	0	0	1
LOC729162	LOC729162	1248.119	736.897	1109.434	1192.948	1066.187	1182.379	967.635	1138.386	807.153	718.171
LOC729164	LOC729164	0	0	0	0	0	0	0	0	0	0
LOC729173	LOC729173	2.027	0	4.03	1.011	1.007	5.097	10.04	0	0	1.026
LOC729222	LOC729222	9.557	1.197	6.183	17.876	13.596	17.249	7.383	9.385	9.382	4.424
LOC729224	LOC729224	3	7	16	9	5	9	8.008	10	7	11
LOC729291	LOC729291	61.015	20	46	77.008	72	57	42	76	43	30
LOC729307	LOC729307	0	0	0	0	0	0	0	0	0	0
LOC729444	LOC729444	1.049	3.533	5	8.59	1.494	9	8	0	1	3
LOC729451	LOC729451	0	0	0	0	0	0	0	0	0	0
LOC729458	LOC729458	0	0	0	0	0	0	0	0	0	0
LOC729468	LOC729468	0	0	0	0	0	0	0	0	0	0
LOC729506	LOC729506	0	0	0	2	0	1	6	0	1	0
LOC729603	LOC729603	177.219	160.985	216.135	244.213	245.089	185.071	215	233	253.471	189.052
LOC729609	LOC729609	3.038	40	24	5	9	14	7	6	5	26
LOC729652	LOC729652	7	24	9	7	15	7	2	3	4	26
LOC729658	LOC729658	4	0	1	0	0	0	0	1	2	1
LOC729683	LOC729683	312.31	545.729	309.538	243.391	306.518	339.491	257.202	282.418	211.017	444.182
LOC729732	LOC729732	196.933	260.476	215.232	97.005	107	100.444	65	92	96.049	259.087
LOC729737	LOC729737	970.949	1367.477	455.3	959.487	760.256	669.308	497.511	546.443	393.256	572.207
LOC729739	LOC729739	4	0	0	0	0	3	3	4	5	0
LOC729770	LOC729770	93.026	54	40.101	73	53	52.011	31	43	41.003	72
LOC729800	LOC729800	0	0	0	0	0	0	0	0	0	0
LOC729815	LOC729815	0	0	0	0	0	0	0	0	0	0
LOC729870	LOC729870	4	2	3	17	12	16	1	13	0	6
LOC729887	LOC729887	34	33	15	42	23	26	25	26	18	43
LOC729911	LOC729911	0	0	0	0	0	0	0	0	0	0
LOC729930	LOC729930	0	0	0	2	0	1	4	0	0	0
LOC729966	LOC729966	0	0	0	0	0	1	0	0	0	0
LOC730101	LOC730101	2745.258	896.341	2161.476	2260.275	2371.771	2604.375	1938.343	2200.02	1868.5	1046.265
LOC730102	LOC730102	162.002	56	151.083	118.145	120.085	113	74.012	145.129	167	106
LOC730159	LOC730159	0	0	0	0	0	0	0	0	0	0
LOC730183	LOC730183	70	91	47	44.353	46	60.236	25	35	36.185	31
LOC730257	LOC730257	71.825	56.13	46.389	101.572	40.894	44.796	29.504	72.689	41.808	136.516
LOC730268	LOC730268	123.313	30.185	83.301	124.513	143.984	113.553	88.392	197.812	130.617	125.971
LOC730338	LOC730338	1	1	0	0	0	0	0	2	1	0
LOC730668	LOC730668	8.012	82	44	13	9.002	20.048	12	10.002	10	15
LOC731157	LOC731157	22	2	8	16	17.412	8.013	14	7	4	3
LOC731656	LOC731656	0	2	0	0	0	2	1	0	0	1
LOC731779	LOC731779	0	0	0	0	0	0	0	0	0	0
LOC732265	LOC732265	0	1	0	0	0	0	0	0	0	0
LOC79999	LOC79999	8.253	0	0	3	18.372	2.611	10.986	0	4	0
LOC80154	LOC80154	2604.139	4313.055	2444.687	2106.341	2206.625	2055.152	1986.149	2290.921	1563.564	3334.074
LOC81691	LOC81691	486.254	144	403.062	434.029	436	532.422	476.822	492.675	426.01	336.813
LOC90246	LOC90246	0	0	4	2	6	0	4	0	1	1
LOC90784	LOC90784	922.337	680	869.953	1065.17	1145.807	1298.142	1081.914	1044.514	918.227	1057.517
LOC90834	LOC90834	122.113	246.206	126.828	106.882	94.168	63.113	110.875	96.362	83.176	167.866
LOC91450	LOC91450	7	16	5.001	7	7	7	6	8	3	11
LOC92249	LOC92249	1064.591	552	875.286	1114.541	1094.821	1276.596	846.796	1127.403	933.657	821.518
LOC93432	LOC93432	0	0	2	0	0	3	2	1	0	3
LOC93622	LOC93622	772.892	632.354	649.373	745.419	688.174	740.665	618.802	693.269	589.604	533
LOH12CR1	LOH12CR1	435.437	370	429.466	478.16	437.437	519.373	368.94	494.531	367.434	441.191
LOH12CR2	LOH12CR2	28.013	19	34	46	28.012	22.11	26	35	26.035	27
LONP1	LONP1	1470.566	2264.139	1583.231	1294.8	1481.193	1293.013	1610.949	2245.064	1569.57	4566.836
LONP2	LONP2	3852.009	2756.135	3462.517	3557.335	4287.077	4610.862	3600.218	4726.74	4011.943	3982.433
LONRF1	LONRF1	1943.754	1908.26	2148.118	1878.268	1820.303	2210.167	1643.297	2457.764	2069.101	1662.534
LONRF2	LONRF2	1744.632	1506	2088.446	505.246	1904.188	1664.511	787.677	1522.875	1192.607	1225.755
LONRF3	LONRF3	47.002	7	26.002	60	79	62.001	40.039	60.009	120.058	160.001
LOR	LOR	0	0	2	0	0	0	0	0	0	0
LOX	LOX	322.527	69	219.003	786.131	1001.379	970.316	487.605	2599.303	2524.113	2318.08
LOXHD1	LOXHD1	1	0	5	2	0	9	0	2	1	1
LOXL1	LOXL1	1008.778	1092	592.844	1329.044	1111.936	997.121	467.51	1774.788	1593.081	2917.906
LOXL1-AS1	LOXL1-AS1	141.023	101	108	200.004	203.046	126	85.067	283.168	248.956	265
LOXL2	LOXL2	2696.761	1953.001	1866.895	3943.65	3731.752	3756.646	2542.759	9008.213	6080.076	19729.127
LOXL3	LOXL3	1037.043	866	688.342	1114.407	1090.311	1313.585	1245.64	964.906	807.461	1531.23
LOXL4	LOXL4	41	42	47	44	70.012	51.007	18	59.058	74	93
LPA	LPA	41	17	24	42.154	52	30.142	12	24	14	6
LPAL2	LPAL2	46	10	22.018	75.848	60	58.038	42	51	36.001	28
LPAR1	LPAR1	1823.553	596	4173.178	988.429	1835.655	3023.496	3430.454	2939.49	3285.404	1756.999
LPAR2	LPAR2	1540.366	722	1200.998	1269.689	1100.485	1377.605	827.747	1004.53	681.468	722.28
LPAR3	LPAR3	3	0	1	37	12	28	26	9	9	0
LPAR4	LPAR4	1076.632	324	734.419	1214.414	954.037	927.757	596.151	1639.146	1072.848	290.001
LPAR5	LPAR5	5	0	4	2	14	4	6	3	2	7
LPAR6	LPAR6	511.644	56	515.566	582.116	593.809	571.064	581.97	672.431	610.326	185
LPCAT1	LPCAT1	6288.083	3277.297	5225.018	6764.542	6637.078	8510.009	6967.925	4842.156	4229.494	5271.085
LPCAT2	LPCAT2	222.037	58	170.099	283.38	214	212.053	212.154	544.337	422.029	382.04
LPCAT3	LPCAT3	773.926	424	740.919	1017.923	930.104	1126.577	783.565	1159.393	892.618	859.735
LPCAT4	LPCAT4	643.546	508	503.75	667.812	573.534	681.721	440.707	625.053	555.043	776.371
LPGAT1	LPGAT1	4253.088	1284	3495.489	3822.898	5083.25	4643.906	3500.845	4177.75	3305.313	2106.422
LPHN1	LPHN1	4777.4	7901.034	3844.246	4736.357	6304.332	6730.03	6257.796	5440.864	5018.945	7759.013
LPHN2	LPHN2	19322.814	7961.537	18524.089	14198.387	16751.296	21925.478	24359.139	12291.26	11508.615	5856.814
LPHN3	LPHN3	5562.448	1599.557	5670.686	4007.316	5379.825	6981.447	5569.353	4011.875	3514.008	2161.501
LPIN1	LPIN1	3094.623	1013.071	2101.126	3318.857	3526.95	3596.301	2821.057	3692.602	2691.717	2233.35
LPIN2	LPIN2	3632.076	1426.999	3265.964	3687.75	3927.978	4368.706	3502.8	4381.766	4290.943	3785.415
LPIN3	LPIN3	436.775	307	194.047	353.029	302.215	326.242	147.026	385.918	245.277	528.829
LPL	LPL	2190.468	1379.397	10636.687	2685.153	3127.25	5367.293	3520.49	3762.863	2687.81	2933.974
LPO	LPO	0	0	4	1	0	0	0	0	0	4
LPP	LPP	6733.121	2613.95	5761.461	9976.651	8688.438	8918.044	8010.957	14895.8	12192.512	11305.29
LPP-AS1	LPP-AS1	0	0	0	0	0	0	0	0	0	0
LPP-AS2	LPP-AS2	207.007	166	142.39	212.061	249.008	291.378	215	283.184	237.243	284
LPPR1	LPPR1	330.886	233.213	539.442	281.672	399.26	637	703.821	1100.12	1841.168	1259.017
LPPR2	LPPR2	713.613	820	737.592	473.54	736.532	761.081	466.732	551.207	453.949	830.278
LPPR3	LPPR3	913.429	3642.002	1098.691	769.871	835.116	794.999	680.583	1088.75	632.895	1695.308
LPPR4	LPPR4	31	10.017	49	9	30	43	24	38	111	142
LPPR5	LPPR5	36	13	103.139	35	61	91	98	91.014	144	115.075
LPXN	LPXN	151.999	48.583	99.379	160.052	140	174.035	95	132.054	110.064	99
LRAT	LRAT	596.122	122	144.061	342.862	260	387	86.025	223.072	111.003	253.764
LRBA	LRBA	5273.949	1381.033	3935.553	5719.052	5819.166	6251.594	4981.941	4875.852	4074.61	2562.984
LRCH1	LRCH1	1216.774	513	1084.79	1134.891	1488.91	1807.979	1442.941	1540.039	1429.978	1140.639
LRCH2	LRCH2	2849.779	864.235	2773.732	1758.177	1992.423	1722.235	1126.311	1897.339	1499.503	564
LRCH3	LRCH3	3884.497	2528.601	3583.415	3321.367	3812.258	4476.063	3675.662	4259.407	3730.09	3239.454
LRCH4	LRCH4	1139.181	1365	829.287	1028.564	1064.151	1232.453	935.468	1110.575	843.215	1581.322
LRCOL1	LRCOL1	2	5	6	0	5	2	0	2.004	4	0
LRFN1	LRFN1	641.587	1774.005	391.139	551.925	504.587	451.622	233.581	283.065	204.135	363.138
LRFN2	LRFN2	14	13	2	10	16	9	4	13	8	10
LRFN3	LRFN3	809.404	1252.034	697.143	700.976	857.828	1001.013	711.265	732.009	552.883	1071.837
LRFN4	LRFN4	862.485	2051.686	766.798	684.094	702.043	729.09	522.442	700.146	577.949	1620.16
LRFN5	LRFN5	300.035	157	319.141	370.308	402.931	553.581	630.772	558.487	718.836	646.233
LRG1	LRG1	0	2	0	4	1	3	3	4	4	0
LRGUK	LRGUK	132	106	128	167.09	127.089	122	71	102.011	56.066	29.021
LRIF1	LRIF1	868.74	204.999	657.143	1261.757	1205.155	1172.775	947.9	1218.698	984.139	415.681
LRIG1	LRIG1	5903.649	3247.207	9719.352	3052.947	3527.049	5035.36	5588.681	7099.392	8457.317	9401.942
LRIG2	LRIG2	1950.322	825.329	1547.673	1973.953	2190.735	2252.92	1764.347	1802.678	1423.966	1059.176
LRIG3	LRIG3	1668.738	674.673	1047.686	2802.469	2167.479	1814.678	689.98	1653.599	1063.202	1374.489
LRIT1	LRIT1	1	1	0	1	0	1	2	0	0	0
LRIT2	LRIT2	0	0	0	0	0	0	0	0	0	0
LRIT3	LRIT3	11	2	12	24	14	9	8	7	3	1
LRMP	LRMP	3	0	8	9	0	1	0	2	3	3
LRP1	LRP1	8603.858	8491.832	9338.379	10379.16	14331.19	13817.663	14464.856	14417.829	15538.815	39831.388
LRP10	LRP10	1102.56	1234.976	1240.213	1176.106	1677.009	1857.917	1546.781	2271.47	2669.068	6517.302
LRP11	LRP11	2194.457	1331.001	1862.395	1642.543	2488.572	2792.582	2216.879	2251.826	1762.713	1546.301
LRP12	LRP12	2217.893	785	1993.44	2416.042	2812.792	2933.31	2086.691	2920.272	2462.202	1594.735
LRP1B	LRP1B	120.002	115	575.24	96.059	113	171.005	133.02	182.051	280.156	285
LRP2	LRP2	8284.83	6814.558	7717.219	13134.309	8063.772	7339.544	3532.866	6098.353	3209.128	3165.721
LRP2BP	LRP2BP	29	18.033	38.019	31	38	27.001	15	25	18.024	22
LRP3	LRP3	2580.311	2963.575	2342.451	2114.975	2304.24	2475.006	2076.001	2005.422	1363.22	3379.477
LRP4	LRP4	1675.719	1234.206	2097.384	1569.764	3114.652	4389.047	5652.716	5743.08	6740.61	10786.986
LRP4-AS1	LRP4-AS1	15	22	9	20	15	15	12	12	5	12
LRP5	LRP5	2449.715	1824	2139.475	2117.531	2446.931	2336.889	1838.902	2248.382	1787.835	3748.194
LRP5L	LRP5L	119.721	95.254	68.259	89.655	98.768	102.896	78.437	74.446	51.684	107.621
LRP6	LRP6	10856.488	4846.547	9478.799	10996.241	11782.176	11221.839	9566.858	9175.63	7811.983	4861.965
LRP8	LRP8	4138.367	1789	4472.464	3981.555	4168.896	4822.871	4051.352	4797.818	3697.963	2773.403
LRPAP1	LRPAP1	3505.088	5909.877	3404.217	3165.558	3479.967	3838.031	3056.473	3657.812	2842.617	5983.95
LRPPRC	LRPPRC	10721.079	3105.001	8338.286	11792.781	10733.645	12666.895	10267.287	11095.729	8067.767	5216.643
LRR1	LRR1	1040.988	316.232	840.44	1309.246	1015.708	1194.831	978.538	1140.639	854.731	613.923
LRRC1	LRRC1	619.875	281	414.167	598.125	601.854	668.574	386.132	569.654	444.568	279
LRRC10	LRRC10	0	1.002	0	0	0	0	1	0	0	0
LRRC10B	LRRC10B	439.373	601	330.369	264	316.176	409.379	406.269	474.001	480.593	689.27
LRRC14	LRRC14	1319.487	1245	1054.795	1207.682	1157.206	1409.647	1097.324	1166.128	855.846	1809.929
LRRC14B	LRRC14B	0	6	0	3	0	0	0	0	0	0
LRRC15	LRRC15	3	1	2	7	0	5	0	34	148.002	576.307
LRRC16A	LRRC16A	996.293	463	1137.764	1114.614	1068.495	1039.548	712.274	1236.959	1061.018	838.217
LRRC16B	LRRC16B	696.522	508	533.364	375.094	371.249	494.052	336	521.031	313	297.001
LRRC17	LRRC17	2021.386	303	1347.769	2585.641	3092.53	3670.23	2600.183	3419.114	4560.265	3530.7
LRRC18	LRRC18	4	0	1	4	3	8	3	1	4	5
LRRC19	LRRC19	1	3	0	3	0	1	0	0	0	0
LRRC2	LRRC2	3	8	10	4	1	6	1	3	11	7
LRRC2-AS1	LRRC2-AS1	0	0	3	5	0	1	4	0	0	0
